osm_type;osm_id;internal_id;query
node;1430995075;0x130e5bb802e9fd1b:0xc68e9ad9cbfff1d5;Kunsill Lokali Birzebbuga, Triq Santa Marija, BBG 1651
node;5902149137;0x130e5bb8ac52dfb7:0xe3e984017e44ad09;Happy Wok, Xatt ta' Ta' Xbiex 15
way;788972693;0x130e5bc3257d1627:0xc23f16a579169d15;Chain Supermarket, Triq L-Inhasa, ZBR2853, Zabbar
node;2485599583;0x130e5bc51e1a95e3:0x3e3ffa186cf66cd3;Twist ice cream parlour, Ix-Xatt tal-Birgu, BRG 1721, Vittoriosa Birgu
node;7171400978;0x130e5bc8253833b1:0x6f5f0ea8497cd811;Inspire Charity Shop, Triq Żaren Dalli, Birżebbugia
node;1335500737;0x130e5bc8d2116de7:0x84636b11b5e51bb;Brittania, Triq il-Bajja s-Sabiħa 5
node;4829238375;0x130e5bc9c915b5df:0xce3036941905697e;kina bakery and confectionery, San Ġużepp, Birżebbuġa
way;321984585;0x130e5bcc05111073:0xac8d8d18f6d83fd9;Birżebbugia
node;1428099596;0x130e5bcf35e6221b:0xf3099cbb7b82a970;Reno's Bar & Restaurant, Triq San Patrizju 1
node;3587337139;0x130e5bdad49e9f1f:0xc96e20672dbc0394;Ministry for Transport & Infrastracture, block B
node;667270015;0x130e5be1eeccaad3:0x47435843d4286ef7;RMF, Telgħet Gwardamangia
way;722920588;0x130e5be1f6cdfbe5:0x9511daa47b09ca3a;Saint James Hospital, Tal-Hotba 3, ZTN 9090, Iż-Żejtun
node;4193020912;0x130e5be5497b8ac9:0x9b09b684f67cad42;avant garde hair and beauty salon, Kottoner Avenue, Fgura
way;275876161;0x130e5beb0e54accd:0x70caf1b0724ce34a;Daniel's Shopping Complex, Ħamrun
node;7099545157;0x130e5df450a51f75:0xfba1ffb5c42eb053;C'est La Vie Guesthouse, Triq is-Sajjieda, Wied il-Għajn
way;222724489;0x130fb4127f9897eb:0xb19f676eb0c718b5;Torri tax-Xlendi, Xlendi, Munxar
way;140412841;0x130fb42b43aef929:0xd5a3d76638a6c583;Il-Qatra, Triq Santu Pietru, GRB 1506, Gharb
node;6886666379;0x130fb42e66298cd7:0xb9eed1dc911d2739;Shanti Ghar Gozo B&B, Triq Il Gebla, Tal General, San Lawrenz
node;4231437927;0x130fb441d2ee73c1:0xf4fde7f8305d1072;BELS Busines English Language School, Triq ta Doti, 1721
node;6874155185;0x130fb4439a28cde9:0x4ad8d2a7b03ace1e;Tender B&B, Torri
node;2474165743;0x130fb457fa91eee9:0x4f03095bd5dd0dc4;Cafe San Martino, Victoria
node;325815324;0x130fb457fe51408f:0x8173213c67eafea5;Museum of Archaeology, Triq Bieb l-Imdina, VCT 1831
node;6690035085;0x130fb45837a69fa9:0x517f483de26c4dca;Maldonado Bistro, Mons Vella 18
node;4678368790;0x130fb458747baeed:0x878a51497c7b2f0c;Kafè San Gorg, Pjazza San Ġorġ
node;6690032485;0x130fb4587490f01f:0x842e125561fc2492;Tepie’s Coffee Bar, Pjazza San Ġorġ
node;324400945;0x130fb4598e3182d3:0x88f882bef8d821af;Ta Dirjanu Supermarket, 21565927
way;274209981;0x130fb461a74fcf47:0xe54f6f152b876b52;Munxar Playground, Munxar
node;324401513;0x130fb46ce674259d:0x2d46b8f4a4ac0613;Ping's Dining (closed), Triq Ix-Xlendi, Xlendi, Munxar
node;2464318554;0x130fb485591593f9:0xcb7ef24de9b1ff2b;Il-Girna Residence, Triq ta' Skerla 5, VCT 112, Sannat
way;379531495;0x130fb48a78f96429:0xe1732e3746e8f456;Sannat
node;4762039131;0x130fb4b4b1221ee3:0x5c8bac4e551557d0;Globetrotters Homestay, Triq ta' Cordina 28
node;4287113391;0x130fb4c046c05349:0xe8405daf80d2dc3b;Gozo Chemists Pharmacy, Triq l-Imgarr
node;1907045440;0x130fb4cc9a5f0e33:0x3db5e694099d42e2;Ta' Kenuna, Triq it-Torri ta' Kenuna
way;131244451;0x130fb4d8662c11af:0xd81b90ff8371a4d3;Xagħra
node;6550752583;0x130fb4e3ec3e73d5:0x3eb64f9b26758729;Bellavista Farmhouses Gozo, Sruġ, 1346, Ix-Xagħra
node;2180460174;0x130fb4e97804382d:0xf98f1944cf58ccd2;Cini Tal-Mija, St. Leonard Str NB
node;330038082;0x130fb4ead2be87b9:0x312e3f57b3313029;Xewkija Police Station, Triq l-Indipendenza 85, XWK 1028, Ix-Xewkija
node;4874015123;0x130fb4f0c08f64eb:0x7f836e471c3b5c8a;Arcadia Foodstore, Triq Fortunato Mizzi, Ir-Rabat
node;3966902002;0x130fb4f0c89f4c1b:0xf6cfa2fc97a7c694;Mo's Diner, Triq Fortunato Mizzi, VCT2581, Ir-Rabat
node;6690032585;0x130fb4f0c959345f:0x57fa09b99de31971;Mojo’s, Triq Fortunato Mizzi
node;2429274567;0x130fb4f0f56d1123:0xeb8b48e1fbd4deb2;Orienta Gozo, Fortunato Mizzi St.
way;554827647;0x130fb4f42f6cb817:0xbdf28a4ad9f9bbcd;Triq Għajn Qatet, 2106, Victoria
node;6306305098;0x130fb4f5f812ac43:0x71413c3b0978cb0;Kenneth Sound & Vision, Triq Sir Charles Cameron
node;324401172;0x130fb4f6057a4911:0x469aa850b94a4836;Victoria Health Centre, Triq Enrico Mizzi, Victoria
way;279319147;0x130fb4f67f58077f:0x74921e3bbf54a6ec;Triq it-8ta' Diċembru
node;6303412727;0x130fb4f79dc2c565:0x7bf55319d7503c4c;deReday Gozo Homes, Triq ir-Repubblika 50, VCT 1016, Ir-Rabat (Victoria)
node;5107620422;0x130fb4f7c679569b:0x66b5d5e48d43c91c;Coffee Break, Triq Putirjal
way;404035321;0x130fb4f7d1fb53bb:0xed73b8ad261ff1a0;Ir-Rabat (Victoria)
node;4678386489;0x130fb4f7ec7d3fc1:0xf8cf30fb6958a5c9;Palm Pharmacy, Triq Palma
node;7084454421;0x130fb50bb37b2437:0x3a2a38fca44691f;Fiftyfour West Boutique Living / B&B, Triq Santu Pietru 54, GRB 1506, Gharb
way;371590963;0x130fb5137aed6f2d:0xf5faa4c211a3e871;Marsalforn
way;431052365;0x130fb51431ef81b3:0xbe21225efe599876;Nautic Team Gozo, Triq Ir-Rabat, MFN 1211, Marsalforn
node;5651281121;0x130fb5143f2f08e7:0xf3b2a572f93226d1;Scuba Kings Diving Center, Triq Il-Port 46a
node;5631431422;0x130fb515a743b8f9:0x3af4bcd1a998abb5;Latini Wine & Dine, Pjazza il-Vitorja, XRA 1012, Ix-Xagħra
node;322061350;0x130fb515ba0a7d95:0x87dddc8f32849b78;Marsalforn Police Station, Triq il-Menqa 22, MFN 1050, Marsalforn
node;322061347;0x130fb515bb87c441:0x4e1ade229ca5a2ea;Smuggler's Cave, Triq il-Menqa 22, Zebbug Ghawdex
node;4472729511;0x130fb52cc7090049:0x3e167ef18ef017a7;Ramla Valley Extra Virgin Olive Oil, Triq ta Ghajn Qasab 5
way;279319654;0x130fb56852d190fd:0x87d71e4a83b22268;SPCA, Ir-Rabat (Victoria)
relation;13010742;0x130fb573a0c5e5f3:0xf5f5d2f2d730de7e;Xwejni Salt Pans, Triq ix-Xwejni
way;221507589;0x130fb5a35f5c5177:0x4736145be2d6981f;Drew's Sicilia in Bocca | Maxtura Terrace, Triq Marsalforn, Iż-Żebbuġ
way;584960046;0x130fb5b6cee0d143:0xd235bb22639ab963;Triq il-Maxrabija, GSR1250, L-Għasri
way;277968186;0x130fb5bfd2e5435d:0xb6aede1e4936bf2;San Lawrenz Park, San Lawrenz
way;33779121;0x130fb5caf4bf8409:0x2361ce7906f9971c;Basilica of the Blessed Virgin Of Ta' Pinu, GRB 104, Gharb
way;512999017;0x130fb5d1e91c76a9:0xfb7a1cc78aa8bc64;Gharb
node;6886683481;0x130fb5dce43c4ccb:0xe5bd70c226e29f97;Fieldend B&B, San Pietru street, Gharb
node;6742582504;0x46b54a5a7d4ed1fd:0x932ad74a3f2e7e60;domodedovo, Triq l-Isperanza
node;4943430964;0x47c0c4973b395b15:0xbc45fd9317e81195;Go, Paola
node;5101337422;0x47c5e37e3bef4933:0xb5e624f5197f65bf;Black Cat Café, Triq l-Iskola 1
node;2826224982;0x48693091a4e3367d:0x4b05e135f5c25f78;Pembroke
node;7053248909;0x487604e08939064d:0x59887c6e6e215e84;REMAX, The Strand
way;319355646;0x548f738bddb06171:0x38e8f3741ebb48ed;Victoria
node;3344204806;0x808561c18242f01b:0x5733ef6fa6df1bc3;Topshop, Triq it-Torri
node;5894539719;0x80857e9d8d0503f7:0x737666a7b46dddb1;Cinnabon, The Strand
node;5755683222;0x80858066a8b9520d:0x47689ad2e32a0afe;The Chefs Table, Bajja
way;741653866;0x8085808679110299:0x2607188167b0f1ef;Topaz Hotel, Triq Ċensu Tanti
node;2899149614;0x808580884e6635b5:0xd24ceeb04cda0dc9;Embassy of France, Triq Melita 130
node;5551754022;0x8085808929ede405:0x572b701792d36541;Trip Guci Pace, Triq Ġuże' Pace
node;6799762216;0x8085809b49ae72d5:0xe8cfb60d1ebe7f27;Café Jubilee, The Strand
way;365452448;0x808580c9dbbd6fcf:0x987a2bfedc89c62;Paola
node;7188991293;0x808581108cee81cb:0x34e1a2ad5be73318;110
way;773845021;0x808581737ddbce35:0xaca3debf3becf9e4;269
way;394540474;0x808581f215b60ebb:0x235abe53a6a07df9;315
way;248421395;0x80858500ed50deb3:0x9e6de65d14afcc75;Information centre and ranger station, Information station, Rama bay
way;393558886;0x808f7fd5ab1c02bf:0xf614aab9f5507597;4
node;7253124795;0x808f7fd7c4cdb4bb:0x5848b6659c59c9de;148
node;7801044885;0x808f80b183b3d067:0x3eaabdb7467e9240;Cafe Teatro, Triq l-Ordinanza
node;6016402085;0x808f9e875b6b5515:0x77313dd482614a13;Glamour Hair and Nails, San Silvestru
way;52162247;0x808fcb67fe995555:0xf96183e928caa7bc;SDC Headquarters
node;6644698685;0x80dd4ae5d53cf7db:0xc37525eaf8510bc8;The Brew, The Strand
node;4813878426;0x812611d8e83c1d33:0x413c6b46ee1830fa;San Quintin Bakery, Triq Ċensu Borg
way;342698116;0x8816d3501297c131:0x3c9f57ffc1d42ba5;Police Garage, Il-Foss Ta'Notre Dame
node;7043230414;0x88388a870b71620b:0xe94a08098b3ebeca;L'Occitan en Provence, The Strand
node;6659148697;0x89e3774849653997:0x901bed94ded57df2;Kebab Factory, Conception street
